date,ADM,AIG,AVB,BA,BIO,BLK,CAG,CPB,DHI,DLTR,EMN,FDX,GWW,HES,HIG,HON,ILMN,INTU,IRM,KIM,KLAC,LHX,LOW,LRCX,LUMN,LUV,MAA,MAR,MCK,MDLZ,MET,MS,MSFT,MTB,MTD,NEM,NVDA,POOL,PPG,RJF,SYY,UNH,VNO,VRSN,WBA,WEC,WHR,WM,WST,ZBH
2021-01-04,0,0,-100,0,0,0,-100,0,-100,0,0,-100,0,-100,-100,0,0,0,-100,4,0,100,0,55,0,-100,100,100,100,100,100,0,0,0,0,0,0,0,0,-100,0,-100,0,0,-100,0,0,0,0,100
2021-01-05,0,0,-100,0,0,0,-100,0,-100,0,0,-100,0,-100,-100,0,0,0,-100,8,0,100,0,51,0,-100,100,100,100,100,100,0,0,0,0,0,0,0,0,-99,0,-100,0,0,-100,0,0,0,0,100
2021-01-06,0,0,-100,0,0,0,-100,0,-100,0,0,-100,0,-100,-100,0,0,0,-100,33,0,100,0,53,0,-100,100,100,100,100,100,0,0,0,0,0,0,0,0,-99,0,-100,0,0,-100,0,0,0,0,100
2021-01-07,100,0,-100,0,0,0,-100,0,-100,0,0,-100,0,-100,-100,0,5,100,-100,0,0,100,0,100,0,-100,0,0,0,0,1,0,0,0,0,0,0,0,0,-99,0,-100,0,0,-100,0,0,0,0,0
2021-01-08,100,0,-100,0,0,0,-100,0,-100,0,0,-100,0,-100,-100,0,0,78,-100,1,0,100,0,100,0,-100,1,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,-88,0,0,-100,0,0,0,0,0
2021-01-11,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
